1,71,71072
1,63,63144
1,63,63914
1,62,62133
1,71,71998
10,644,644660
10,661,661427
10,620,620585
10,635,635608
10,617,617790
100,6457,6457070
100,6569,6569004
100,6363,6363590
100,6784,6784770
100,6384,6384089
500,32123,32123450
500,32530,32530607
500,36039,36039015
500,34152,34152924
500,33591,33591506
1000,66451,66451094
1000,65304,65304355
1000,65385,65385486
1000,69945,69945335
1000,75636,75636557
