1,78,78031
1,68,68035
1,76,76657
1,70,70377
1,70,70040
10,708,708695
10,733,733311
10,679,679364
10,715,715792
10,661,661490
100,6940,6940852
100,6792,6792010
100,6733,6733000
100,6898,6898878
100,6974,6974850
500,35531,35531609
500,37156,37156102
500,36559,36559076
500,37499,37499982
500,35387,35387994
1000,75131,75131200
1000,75543,75543380
1000,75176,75176543
1000,73112,73112574
1000,73469,73469002
